label	tweets
neg	كلما تقدم بالمسؤولين العرب العمر تأخر عقلهم وقلت حكمتهم. هذا إن كان عندهم عقلا وحكمة في الأساس. اجل يزحفون لإسرا…
neg	مين روان !؟ 🙁
neg	ليتني ما نمت ابي اشوف 💔
neg	يبالها قلب قوي 💔
neg	سبحانه جلت قدرته 💔
neg	طب كلاميهم يطلعولي بطاقة تموين .. 😂😂 بقالي سنتين روح تعالي تعالي روح .. اكني فلسطيني ✋
neg	لنا الله 💔
neg	الناس الطبيعية بصداقتهم تقول : احنا مقربين من بعض احنا مثل الإخوان الخ 🔥 باستثناء طبعا سوبر جونيور 🌚 :
neg	بيتقدم الاتحاد ويعطينا امل وبعدها 😔
neg	الحاجة لي #تمنيتيها في حياتك ديتيها ولالا .. ؟؟ أنا لا 😓
neg	هو انا قلت حاجة 😐
neg	اسمع من يتكلم 😠
neg	عيونك تغول ياغزال 😉😂😂
neg	سؤال : قاعة ألأفراح ليلة الزواج الحريم طاولاتهم عليها مالذ وطاب والرجال ماعندهم الا قهوه وشاهي 🤔
neg	تصبحون على خير 💔
neg	نعم 😡 نعم😡 نعم 😡
neg	#النصر_الاتحاد توقع نتيجة مباراه #النصر_الاتحاد الجائزه ريال 💵 لصاحب التوقع الصحيح 🔴 شروط المسابقه ✅ متابعه ا…
neg	صباح الخير ✋
neg	صدقني أحدهم لايحدثك كثيرا.. لكنه يفكر بك أكثر مماتتصور 💔
neg	والله الهلال قاهرني بس يلا مو مشكله نحط الحره في الهدايا 💔
neg	نبي التواير مليت كل شوي ابنشره 😭
neg	ﻣﻦ ﻻ‌ ﻳﺤﺒﻚ ﻻ‌ ﻳﺴﺘﺤﻖ ﻗﻠبﻚ ﻭﻣﻦ ﻟﻴﺲ ﻋﻨﺪﻩ ﺍﻣﻞ ﻓﻴﻚ ﻻ‌ ﻳﺴﺘﺤﻖ ﻭﻋﺪﻙ .ﻭﻣﻦ ﻻ‌ ﻳﺸﻌﺮ ﺑﻚ ﻻ‌ ﻳﺴﺘﺤﻖ ﺩﻣﻌﻚ ﻓ…
neg	أي شي ما يفهمونه يعفسونه. عيل الديمقراطية تعني أن الشعب هو اللي يحلل ويحرم!! 😏
neg	الناس اللي زي كذا باقي منهم عشر نفرات منهم شوي وينقرضوا 😥
neg	م يثبت 💔
neg	لااعلم من اين ابدأ لكم يازعماء لكن مااقول الا الله يصبركم على تخبطات زوران ( الله يستر من اللي جاي ) 🤔
neg	أحبك بكل ما أوتيت من مرض 💔 #صوت_الحق_للدعم #كروب_الزهور_للدعم #النرجس_للدعم #اميره_الموسم #عراق_الخير
neg	كل م كلمت احد يقولي ختمت كل المواد وانا بس ختمت اول سؤال في الكتاب 🌚
neg	وانت لي مرحتش 😏
neg	غريب الدار 💔
neg	طيب مب 😬
neg	الصدق ما ألوم العيال يوم مايبغون يتزوجون الواحد يجمع راتبه عشان مشاريع للزمن ويجي الزواج والمقدمات هذي تشفط كل شي 😶
neg	. قلي متى تنطق وأنا اشوفك أصنام ما همها ضيقي وزود احتراقي . الشاعر: حمود جلوي . 💔
neg	صرت أفز من نومي أصيح وأقول دخييل الله رجعوه 😭
neg	جاء ببالي على طول 😭
neg	شنو السالفه اشو صرتي كوري همينه 😭
neg	وفي محآولة ل نسيآنهآ .. قرر أن يمسح رسآئلهآ وصورهآ .. ❤ تعثر ب عينيهآ في الصورة الثآلثة 💔 ؛ فوقع في حبهآ مرة أخر…
neg	مين قال دا الكلام 😱
neg	#معصيتي_راحتي نززلت 😭
neg	⌚رمضان على الأبواب تحتاج/ي الى الظهور بجسم 👗مثالي وانيق لا داعي للقلق ⛄من السمنه والوزن الزائد 🌵 مع حقيبه التنحيف…
neg	#حسبنا_الله_ونعم_الوكيل 😔😔 #لا_تعليق 😔 لك الله #يايمن
neg	عندي رهاب من الاختبارات وش الحل ساعديني 😭 — صيحي و إذا خلصتي ذاكري دائم أسويها و أصير أذاكر و أنا مرتاحة لأني طلعت…
neg	حرام عليك 😢 انا مستقيله ومانتخه ف البيت 😂
neg	إذا كنت ترىٰ .. ذكرني 🥀
neg	وعدتني بأن يكون ما بيننا "أبدي" ونسيت أن أسألك أهو حبك أم وجعي ؟ 💔
neg	تنويه لإخواننا معظم من يسخروا فى تويتاتهم يسخروا من حالهم وليس منكم. نحن نحترمكم لأننا شعب واحد ونتابع جيدا وننصح…
neg	✔️ الحلقة السابعة والعشرون من #السيرة_النبوية_في_تغريدات 💥 هجرة #عمر_بن_الخطاب إلى المدينة…
neg	*هل تبحث عن انتصاب اقوى 🥒 *هل تعاني من سرعة في القذف 🏃♂️ 💥 آمن 💥 لمرضى السكر والضغط 👍 💪🏻 مجموعه القدره ال…
neg	يالله يانواف 💔
neg	وين الهيبة والصولات والجولات والبابا راح والبابا جا ويعبدونه ووالخ .. واخرتها يسجد عبودية لمخلوقات 😒
neg	عليهم من الله ما يستحقون 😡
neg	ايلاف شوي 😒
neg	#جلسة_عبادي_الرياض #نساي وانت الهوى وبالنسبة لي الماي 💔 #حفلات_السعودية_الرياض …
neg	يعني لا سياسة فهمانة ولا حتى علم؟ 😡 سنة ضوئية = وحدة مسافات، مش وقت.
neg	ولما انتي تروحي مين هيفضلي 💔
neg	ما رح احكيلك المثل 🌚 بس لاتركن كثير ع اقوال الحجة الله يحفظها
neg	وزعلانه ليه 😏
neg	رأسي سخن من الكلام الفارغ 😤
neg	ارجوش، علي خان ما يدور خرده بالطفاية😒،،لان اصلا حتى الخردة مخلصه من نص الشهر 😞
neg	مثل هدف سالم حلو بس مامنه فايدة 😏
neg	يقترض إعتمدوا على عدة فرق في كتابة هذه الملاحظة 😞
neg	ترى والله قلت شعوري ما قلت نكته 🌚
neg	والله هذا اسمه مو زوران هذا يصلح ثوران 😂 خلوني اكمل هدايا بس 💔
neg	طيب لا تبكي 🙈
neg	بعيده، بس ركزي هالمرة 😒
neg	ضد يمكن عندها صور رفيجاتها متحجبات 😐
neg	وهاجر حترجع بكرا وحضل لوحدي :(
neg	رئيس المجلس العسكري السوداني الجديد اسمه عبدالفتاح اخواني السودانيين مبروك الله يفتح عليكم 😶 #عبدالفتاح
neg	أحبك حتى الهلاك الذي يستوطن قلبي 💔
neg	صباح الورد ..🤕 داخله بقوه انتي 😐 😭 الجائزة بتروح 😭😩
neg	اذكري الله 😒
neg	#ليلة_جمعه اللهم صل وسلم عليه 🌱 #الوتر #تصبحون_على_ماتحبون 😴
neg	إلهي بفاطمة و ابيها و بعلها و بنيها والسر المستودع لقد ضاقت الصدور بما رحبت 💔 اللهم انتقم من الظالمين
neg	اي والله 😞
neg	احكوا للأيام الحلوة تشيل عني البلوك 💔
neg	حاس انها خسارة 💔
neg	🚫 اكثروا من الدعاء على #الشيطان 🚫 اكثروا دعائكم اليوم اول جمعه من #شعبان على هذا الشيطان…
neg	لما تحاول تعيش أحداث نكتة من أيام البلاكبيري
neg	عادي عندهم لا المدعوم تكلم ولا الداعم تاسف 😳
neg	أشين انواع الزعل أنك تزعل ومحد درى عنك 🙄 يعني فوق الزعل غبنه 😟 ياهووه تراني زعلان ادروو عني .. راضوني 😹
neg	،، تمم اللهم اسعدني بالفوز 🥀 ⠀┄༻💗༺┄ . #ميلاد_جديد . ﴿ يأت بها الله ۚإن الله لطيف خبير ﴾ -
neg	وإن أتعبك شيء فهناك من أتعبه كل شيء فقل الحمد لله دائما وابدا 💔
neg	بدون زعل وقول صفتك حسب شهر ميلادك😎 - متكبر 😏 -طيب 😊 -عصبي 😤 -جميل 😇 -حنون 😻 -شرير 😠 -متقلب المزاج🙄 - محبوب…
neg	لن ترى الدنيا ع ارضي هاشميا ✋ .
neg	اللهم ارحم موتانا و اغسل قبورهم كما غسلت الارض بالمطر، اللهم امطر عليهم من نسائم رحمتك يالله .. أبوي وأمي 💔
neg	حساب روما نزل اهداف اوندير بعد عودته من الاصابه ماركو مشجع لروما علق على هدف منهم وكان في بارما وقال سهل لدرجه إن…
neg	خلوكم في برلمانكم 😏
neg	لا مو كذا القصد، الاذان نداء للناس يصحو للصلاه وتذكير بوقتها.. ومايتضايق منه ومن الصلاه الا شيطان.. ا…
neg	خلاص بلا طمع كم موسم وهما مسيطرين 🦁♥️😂 ما اعتقد النهايه بتكون لصالح اي احد بس اتمنى نهايه تليق بالشخصيات وبس 😔
neg	اعرف من ترا 😒
neg	الئ الرئيس السوداني الجديد ,,' أذا رأيناك علئ حق اعناك ,, وإن رأيناك ع باطل عارف براك 🐸 #اعتصام_القياده_العامه
neg	هه يارب لا
neg	ترى بعض الرجال لو على كيفهم يبونك تقومين الصبح تسجدين له سجدتين وتقومينه وانت تبوسين رجلينه واذا راح شغله تقرين كت…
neg	اكره ماعندي شخصي المفضل يحس بشعور اني ما اهتم له 💔
neg	كيف لك أن تستسلمي للموت يا عزيزتي، أين تلك الأرواح السبع التي يقول الجميع أنك تملكينها، أم أنها الأخيرة؟ 💔
neg	عاجل اختفاء الضباط الاشراف! زي ما كانو معانا وقفو ضد البشير يقيفو معانا ضد اب عوف ، والله ما بنخليهم الناس تطبع صو…
neg	ي الله انا في حيرة 😥
neg	#ااخ_قلبي 😔 الله ما اقسى القلوب #وطني يأن من الحروب ماذا جنينا يا اخي؟ ماذا ارتكبنا من ذنوب فجميعنا ابناء وطن والح…
neg	صباح الخير يا قوم. منذ بضع أيام والتحذيرات من كميات كبير من الأمطار قادمة نحونا. تصلنا تباعا. أين أنتم ياغرفة طوا…
neg	هيووا الله يرحمك 😶
neg	كذا بنفقد الاطراف في الهجوم 💔
neg	تكتب اريد الاختفاء عن العالم 😳 وهي لو تقفل عليها باب الحمام جلست تبكي 🌚😂🥊🤣
neg	°• ينقصنا اصدقاء يسألون عن الحال الحقيقي الحال المتعب وليس الحال الذي يكون بخير 💔
neg	في اقاليم البنغال الزوجه التي لا تسمع كلام زوجها يقومون بحلاقة شعرها وتبقى في بيت اهلها حتئ يظهر شعرها وبعد ثلا…
neg	لو جهاز الامن ما اتفرمت العولاق ده ح يرجع تاني 😠
neg	#رايك_في_الحب الحب فوق ما نتصور .. 💔
neg	توقعات سياسية واضح انك مع ال سعود وتناصرهم هل هم فعلا حكام صادقين ولا يوجد فساد وإفساد كبير منهم هل…
neg	#مع_شركاء_القمه_الكل_رابح ترقبو الليلة #كاش💸💰 حفلة من أكبر الحفلات موعدنا معاكم اليوم الساعة :00 🎉 جائزة 💸…
neg	اسويها ذحين مع كثير 😰
neg	ان شاء الله هتبقي ليلة ولا الف ليلة وليلة ولا عزاء لبتوع حماقي الفرافير 🌚
neg	رئيسين في يومين قالو الربيع العربي 😒 نحنا الكتاحه الأفريقية
neg	انا مواطنة سعودية متضررة البارح الامطار دخلت في بيتي وبانت عيوب البناء كله ابي مبادرة انسانية 😔
neg	ربي إنهم كانو يفرحون بالمطر فأمطر على قبورهم من سحائب رحمتك ومغفرتك وافتح لهم بابا تهب منه نسائم الجنة لا يسد ابد…
neg	صباح و مسا شئ ما بيتنسي تركت الحب و اخدت الاسي 💔
neg	محتاج رقم مفسر احلام يفسر لي الواقع اللي عايش فيه 💔
neg	هذه هي الحياة مواقف تصدمگ مواقف تبكيگ 😢 مواقف بحاجة لتجاهلها وتبقى هناگ .. مواقف لا تنسى..
neg	مآ رآح أضرهہ آبسكت وآبتعد وآنسى ، بس آني أسامحهہ ؟ والله مآ أسامحهہ 💔
neg	🌚 لالا ثمود
neg	قبل موت الإنسان ب يوم ينام كثيرا ، ينسى كثيرا ، يسرح كثيرا ، ويشتاق 💔 للماضي
neg	في حلم جالس يتكرر كمل أسبوع !! وكل يوم أقوم من النوم اشوف الشخص راسل لي 🌚 احس في شي بيصير قريب!!
neg	السلام عليك ياحجة الله في أرضه ✋ السلام عليك ياعين الله في خلقه ✋ السلام عليك يانور الله الذي يهتدي به المهتدين وي…
neg	لا والله ماجاب العار الي انتي وشكاالكم والله . وضح انج من ادرب ✋
neg	الله ييسرها 💔
neg	ياان بابا عليه حركات يقول بروح مشوار فجاه يصور بالملعب يااهوو ايش فييه!! جحد بناته 😞
neg	انا مريضه 😣 ادعولي دعوه لعلها تستجاب😣
neg	أنا اللي ضاع منك في زحام الناس ، وأنا أكثر شخص حبك وإنت ما تدري " ركز 💔
neg	لا تحددوا ارقام وخلونا نبدل جهد بدون تحديد ارقام لان صراحة تركيزنا بالارقام يخلينا لا ما جبناها نحس باحباط 💔
neg	تاكد أن المواجع لا تأتيك إلا من شخص أحببته بشدة 💔
neg	انا مريضه 😣 ادعولي دعوه لعلها تستجاب😣
neg	™⬇ . . #هل_تعلم ان اغلب الي شايفين انفسهم الكترونيا محد معطيهم وجه واقعيا 🌚 ✌
neg	الله الله ع الذووق مثلي 😬
neg	#GameOfThrones اعلن كرهي الشديد لهذا المسلسل والسبب هذا المقطع المستفز 💔
neg	لعب فينا البعوض 😤
neg	بعرف ليش 😏
neg	ٰ كلنا اتأذينا من ناس عمرنا ما فكرنا بس انهم يزعلونا 💔
neg	اللهم امين يارب العالمين حسبنا الله ونعم الوكيل 💔
neg	🔥 ⚡️جديد⚡️ لا تنطح الجبال ⛰ يا وسيم .. ⛰⛰ 💥الم…
neg	هل تعلمون او لا تعلمون 😊 ان قلبي غرفة صغيرة مغلقة 🙈 لا يسكنها إلا فارسة أحلامي 😍 وباقي الغرف للضيوف والأرامل وال…
neg	كأنهم بخبطو براسي 💔
neg	رئيسين في يومين قالو الربيع العربي 😒 نحنا الكتاحه الأفريقية(4G) #اعتصام_القياده_العامه
neg	لاتغار وقلبي وعيوني ممتلين فيك :(
neg	صدق من قال الاقارب عقارب 😠
neg	حلوه بس الشعر 😭
neg	#الاهلي_الهلال -تحت هذي التغريده تحدي روقان واسرع اذا فاز الهلال ان شاء الله ، اسرع راح يوزع قيمة ايفون X …
neg	دقائق عٺاب ، خيرا من عداوھ ابديہ 💔
neg	والمدرسين يداوموا يعني 😕
neg	الواحد ما اله خاطر يقوم من النوم ولا يتعامل مع مخلوق 😴
neg	#الاهلي_الهلال مباراة نقطة التحول فيها الطرد واستبدال فتاح ، اجتهادات لاعبي الاهلي لم تكفي لإدراك الت…
neg	. . . انه السبت يا أحبه هل تعلمون ذلك 🤔 . . .
neg	تعايش معاها { ليش } قبل دخول القبر 🚫 __ #الاستقلال_الهلال #شباب_العالمي_ابطال_الدوري…
neg	احد خايف من الاتحاد 🤔
neg	#احيانا_قلبك_يريد مشكلة الناس اذا تعودو إنك ماتزعل خلاص يفلونها يحسبونك خشبه 😢
neg	لغز ؟ 😏
neg	الي يلعب على الحبلين مو خاين بالعكس لياقة.. 🌚
neg	وربي بعد فتره يتندمون على ايامه هذه لعبه يمارسوها على الدول العربيه حتى يخربوها بحجة رفع الظل…
neg	أولهم الكلب هاد 😒 😂😂
neg	_⛔ #مناحل_ابو_سلطان . . 🍯 اقسم بالله انه عسل 🍯 . . . ⛔ سدر طبيعي ♨️ . . ⚠️ مضمون…
neg	#طرف_علم لجنة المنشطات قد تصدر بيانا رسميا بخصوص عينه إيجابيه لأحد اللاعبين في دوري المحترفين (!!) .. والله أعلم ✋
neg	هذاك أول الحين الوضع حفالي 💔
neg	هه دريتي 😭😂 حسبي الله صدموني انا وساره 😭
neg	صباآح ✋ يوم جديد 🌧☕️🕊 يجعلنا نشعر بالحياة من جديد 🍀
neg	باقي تسالو هالاسئله هذه وباقي التفاعل 😳
neg	#ايش_علمتك_الايام لأنك لم تتخابث يوما لم تنجح علاقاتك كثيرا ولأنك أنقى مما ينبغي تقتل في أضعف ركن بقلبك ولأنك ت…
neg	"تلاتين سنة بترقص .. الليلة رقصتنا" أنا ببكي 😭 دي حلاوة شديدة باخ
neg	ليتني ثلجة وارتميت عليكم 😣
neg	جيتك عشان ارتاح.. ما جيت أحارب 💔 #بس_أقول #دب_الرياض
neg	#النصر_الاتحاد توقع نتيجة مباراه #النصر_الاتحاد الجائزه ريال 💵 لصاحب التوقع الصحيح 🔴 شروط المسابقه ✅ متابعه ا…
neg	مره عطست بجنب وايت من زمان ما اشتغل بعد عطستي اشتغل على طول 😲
neg	أصبحت سلوكيات من ضيع ثقافته ليحاول ان يكون ندا لثقافتنا عن طريق الترويج لثقافات اخرى معروفه ومعلومة للكل ، استوقفت…
neg	دم الشهيد م يروح هدر 😣 #لم_تسقط_بعد #اعتصام_القياده_العامه
neg	⛔ مافي فض اعتصام قبل توجيه تجمع المهنيين يا سودان ⛔ مافي فض اعتصام قبل توجيه تجمع المهنيين يا سودان ⛔ مافي فض اعتصا…
neg	⠀ ⠀ ⠀ #اعتبرني_في_حياتك ⠀⠀ ⠀ ⠀⠀ ⠀ عندما تكون نقيا من الداخل، يمنحك الله نورا من حيث لا تعلم، يحبك الناس من…
neg	اغنيه مكملناش #تامر_عاشور 💔 #بصوتي 🎶
neg	ابوقحط جد ،، ليش 🤔
neg	💚🍃🌷📿 🥀 🥀 من السهل أن تضع يدك على فمك كي لآ. تتكلم ولكن من آلصعب أن تضع يدك على قلبك ك…
neg	ليبيا: معارك دائره بين الخائن حفتر والمجلس الوطني للوفاق السودان: ثوره وانقلابات وانشقاقات الجزائر :ثوره ووعي عشا…
neg	محزن بجد :(
neg	#نواف_العابد_لاعلم_سبب_اصابتي من يعرف هذا الاثنين من جماهير الهلال بالرياض لازم يجبرونهم يروحون…
neg	حان اسدال الستار على هذا الهراء المسرحي ✋
neg	الحب .. لا يكذب أبدا وإن خابت توقعاتك في مرحلة ما .. أو أصبح طريقك مسدود .. فصدق قلبك ❤️ وكذبت مشاعر صاحبك 💔
neg	صباح الخير ✋
neg	يسلام ع الضحك لما يدق بابك فجأة 😴
neg	شلونكم .. انا بعيوني أشك ولا أشك بعيونكم 💔 #كاظم_الركابي #شعر_شعبي_عراقي
neg	قاعد اصيح 💔
neg	اصعب وضع 💔 انا عن نفسي ارسم ويعجبني وابدأ الون ومرة تعجبني اخلصها تنرفزني 🌚💔 احس رسماتي تفقد بريقها بسرع…
neg	كانت الحياة، رحمة الله عليها. 💔
neg	"وفوضت أمري إليك" كل ملفات الهموم قد رفعت إليه سبحانه، ليس من اللائق أن تلاحقها بالتفكير!" -نم هانئا .. 😴
neg	تبكي لا أحد يلاحظ دموعك ☹ . وعندما تفرح لا أحد يرى ابتسامتك😔 . بس جرب أضرط💨 الكل ينقلب كلب بوليسي 🌚💔…
neg	سهل جدا أستغني عنك طول ماغرورك أقوي منك هابعد واسيبك لضحيه غيري ومش هاعاتبك لو يوم قابلتك 💔
neg	صباح الخير ✋
neg	سويتها وبرضو ماطلع شي 💔
neg	ليش محد علمني كنت نايمه 💔 #امطار_الشرقيه
neg	🤤😢 يلا ربنا معاك 😖
neg	😞 تره المشتاك #تالي_الليل 🌃 ..يرفس گلب #عافيته 💔 … ..يخلص الليل #رايح 🚶🏻‍♀ …… راد يسأل وين #تاليته😔…
neg	📍 - #تذكير_اليوم - 📍 يوم الجمعه اجازه وراحه من.. الرتويت الاجباري.. ٰ والتبادل ودي بين الاعضاء.. من الساعه :0…
neg	بعد مامر نصف العمر كنه ضجيج أطفال بقى نصفه اللي دلته مابعد فاحت على راسي اللي رغم ميل الدهر مامال سحابة حزن تمطر من العام ما_أنزاحت 💔
neg	مثانه بوليه رياكتد هاها
neg	لماذا لم تفعل شيئا يجعلني أشعر بأنك تستحق كل ما أعنيه من أجلك؟ 💔
neg	ولا تحلم الخرفان بخيرات بلادها مادامها خرفان خانعه ويحكمها كلاب 😏
neg	#تمني_الليله ' شوفتك وحبة خشمك يااغلامن فقدابوي 💔
neg	بليز لا تحشر خشمك عندي انا اسأل وحده ما اسألتك ملقوف 😤
neg	ينفع في رمضان والله 😂💔 بدل ما اجلس اصب وغيري ياكل ويشرب 😤
neg	ارجووكم اتوجهو للقياده في تمثيليه بتاعت ضرب رصاص في الهوا وبيقولو ديل قناصين عشان الناس تخاف وبيشيلو في المتاريس ح…
neg	#زلزل_الملعب_نصرنا_بيلعب #النصر_الاتحاد - عبدالرزاق حمد الله بعد مباراة الهلال قال كلمه للتاريخ : ( إذا ماتثق في…
neg	وتلعن نفسها ألف لعنه 💔
neg	صباح الخير ✋
neg	"والعبادات ليست ثقيلة، ولكن القلوب حين خربتها الذنوب .. أثقلتها 💔 فاستغفروا ..❤️"
neg	:12 ص لم تكن دمعات ، بل لهيب فاض من بركان 🥀
neg	صباح الخير للشخص إللي مرمطته الحياة وباقي على قول فيروز"ضحكات عيونو ثابتين مابينقصو :(
neg	#ايش_علمتك_الايام لأنك لم تتخابث يوما لم تنجح علاقاتك كثيرا ولأنك أنقى مما ينبغي تقتل في أضعف ركن بقلبك ولأنك ت…
neg	احس بصيح من الفرحه لانه فاز افف 😭 #BeautifulGoodbye1stWin
neg	بتتجوز 💍 وعمرها -18 سنة وبتساوي حفلة "توديع العزوبية" 😅 على اساس عشتي العزوبية 😒 ساوي حفلة "توديع الطفولة" احسنلك 👶🍼
neg	نذاكر وتعبنا 😔
neg	مين فينا مش عارف يحقق حلم اتولد م😍عاه السبب بس الوحيد ان في ناس شغلتها في الدنيا تسرق اح😕لام…
neg	هاي القصه تصلح لمسلسل رمضاني 🤔
neg	محتاجين قائر النهارده 😔 #قدها__يا__اهلي
neg	بس هيك مسمووح 🙈
neg	اووه اووه ياندم آه ياقلبي اللي انظلم 💔
neg	ارجع نام عادي 🌚
neg	ما أجمل الطفولة تجد في ابتسامتهم البراءة وفي تعاملاتهم البساطة 😅 FinK alYam 😞
neg	هه خلينا ساكتين 💔
neg	آخر موظف وظيفته يجرب اللعبة 🧸وشكله طفشاان 😒 🧐وش رايك بوظيفة مثلها ؟
neg	انا خايفة التعليم يموتني قبل مايموت 😰
neg	ينفذ الإرشاد الأكاديمي بثانوية الخوارزمي مبادرة بعنوان ( كيف تختار تخصصك الجامعي ) بحضور عميد كلية العلوم والآداب…
neg	صوت المطر عود بذكراك 😔
neg	نحاول نعدله الحين 😭
neg	موسي مجدي يا ناس 😭😭💔
neg	كنت منقهور للأسف 😭
neg	اكرمو. من. حولگم. بكلمات. جميله. . . .👌 وافعال. اجمل. فلقد. خلقنا. لفتره. . . .👌…
neg	هاي احد يجي يدردش معي 🙈
neg	يا اخوانا و الله لسة مطالبنا ما أتحقق منها غير مطلب واحد .. عليكم الله الناس ما تتخاذل 💔
neg	متذكرين لما بتنتظروا بيان التجمع و جدول الاسبوع الجديد .. اسسي ااي واحد عامل فيها محلل سياسي و داير اشكك فيهم الث…
neg	#عشت كثيرا حتى أقتنعت أن الاستمرار في العتب تعب والتجاهل أفضل كثيرا من نقاش لا يثمر عن شيء 🥀 🔘🔘🥀🥀🔘🔘
neg	طحح سعدك كل ما تقوليلي عطيني ماما نعطيك تو نوريك هي دورى من يعطيك 😏
neg	متأكد الجبيل 🤔
neg	في احد يزف على كمارو
neg	هذا المفروض ولكن تأتي الرياح بما لا تشاهي السفن.. اضاع الهلال الدوري من مباراة الوحدة…
neg	يا اخوانا و الله لسة مطالبنا ما أتحقق منها غير مطلب واحد .. عليكم الله الناس ما تتخاذل 💔
neg	لست عاديا بالنسبة لي دائما أراك كما لو أنك الشي الوحيد الذي يجعل الحياة ممكنة وقابلة للعيش وهذا مايؤذيني 🥀
neg	نمت سعتين على امل راح لاقيها وصلت ☹
neg	عسى ما شر ؟ :(
neg	جيم كاري المنتظر !
neg	هووب.. اعتراض ✋
neg	نعم يعنى حضرتك تقصد اية 😒
neg	فعلا مقرف جدا 😒
neg	انت خلصتو؟ 😳
neg	متسرعه كتير بردك ياصفاء . المسئله مش ازا عندي غير أو مشكلتي !! تعليقي على كلامك لأن فيه تعم…
neg	كان بدي أقرأ هالرواية صوتيا .. لكن بكيت ومو قادرة أكمل. يالله كيف جملة وحدة هزتني هز (أمس توفي طفلي ) 💔
neg	طيب يروح ينهق بعيد عنا 😂😂 نطالب ادارة تويتر بفتح قسم النهيق لبعض الحمير ممنوع التغريد عندنا 😏
neg	الخذلان يجعلك تتعلم لغة الصمت وبعدها لن تعاتب أحد 💔
neg	ليتني م نشيت 💔 ."
neg	☜ #الساعه :00🕛 ☞ تم تجديد رصيد الاعضاء لكل عضو تغريدات باليوم 📍 📌#أجباري_وليس_أختياري📍 ┉┅━❀❀━┅┉…
neg	إوعي تسيب اللي بيحبك في وقت هو محتاجلك فيه وإفتكر إنه قالك في يوم إنه مالوش غيرك بلاش تكسر قلبه في وقت ضعفه 💔
neg	⛔ مافي فض اعتصام قبل توجيه تجمع المهنيين يا سودان ⛔ مافي فض اعتصام قبل توجيه تجمع المهنيين يا سودان ⛔ مافي فض اعتصا…
neg	#النصر_الاتحاد توقع نتيجة مباراه #النصر_الاتحاد الجائزه ريال 💵 لصاحب التوقع الصحيح 🔴 شروط المسابقه ✅ متابعه ا…
neg	خليگي علي نآرگ🔥 🔥🙈ليلگ ونهآرگ😝💃 مش هسآل فيگي💃 زي زمآن 😛فلفل 😛شطآ😛 فلفل😝 وگمون 😜 بقي يآ معرقبة🔨 ميگنش غيري…
neg	الشخص اللي تحبﮫ كذا من ربك ، صدقني ما راح تقدر تكرﮪ، حتئ لو أوجع قلبك مليون مرﮪ بالظبط مثل اللي جاء فبالك 🥀
neg	طيب واختكم الفقراويه تقهرونه 🙈
neg	🔥انفجار غضب الشعبي 🔥Explosion of popular anger 💥فيديو اخر من مظاهرات عارمة #الاهواز 💥 Video is another great demon…
neg	لانك مو نعسانه 😒
neg	رئيسين في يومين قالو الربيع العربي 😒 نحنا الكتاحه الأفريقية
neg	اخواتي واخواني اللي بيتخانقوا لايف وبينشروا الشتائم المتبادلة والله أحترمكم أنتم الاتنين وأنتم من احسن الناس علي تو…
neg	الراحمون يرحمهم الرحمن ❤️
neg	صياح جماعي 😩
neg	#الاتحاد_النصر باذن الله الاتحاد يفوز 😭
neg	الظهور🌹قريب رائحة شهر رمضان تزداد يوما بعد يوم لتعلن قربه اللهم بلغنا شهررمضان بس في شي ننتظره قبل شهررمضان 💔 😔م…
neg	والله الثلاثة اتفه من بعض العروس كريهة شو يعني لو الام ركبت و العريس دراما حبتين طلقها عشي تافه و الام نشبة و لزقة…
neg	اللهم اشفي مرضى السرطان وخفف عليهم كل ألم يشعرون به اللهم اشفي #فرح_البلوشي وطهر جسدها واسكب عليها انهارا من الرا…
neg	النسخة الجاية انتظروني 😔
neg	وجود الاخت البنت بيفرق فعلا ✋
neg	"تلاتين سنة بترقص .. الليلة رقصتنا" أنا ببكي 😭 دي حلاوة شديدة باخ
neg	اللهم ارحم امي وابوي واخوي ووالديهم وذريتهم واموات المسلمين اجمعين 💔
neg	البكاء راحه 😑
neg	💞 💔 لا الدرب دربي ولا العنوان عنواني ولا البلاد ولا الأوطان أوطاني أنا المغيبة في جب الزمان أنا رجع الصد…
neg	امي الغاليه من شهر في حالة غيبوبة 💔 ﴿ وإذا مرضت فهو يشفين ﴾ اللهم اشفي امي شفاء لا يغادره سقما
neg	تعايشت مره معها وجبت العيد سو لا 😭
neg	الى متى التعامل السئ للخادمات وعدم احترامهم وكأنهم حشرات والله هالمواقف تصير بيننا ونشوفها المربية جات من بيتها مع…
neg	📜 يقول إبن القيم : ( رحمه الله ) 💔 القلب .. كلما اشتدت به الغفلة اشتدت به القسوة .. فإذا ذكر الله ..…
neg	والله الثلاثة اتفه من بعض العروس كريهة شو يعني لو الام ركبت و العريس دراما حبتين طلقها عشي تافه و الام نشبة و لزقة…
neg	اختارك انت ي روحي 🙈
neg	سمعتهم يقولون بإجماع الأمة أن الكلب نجس ولعابه نجس وكل مافيه نجس 😑 هذا هو الكلب 👇 #فكر_من_جديد
neg	ليعلم قلبك أني أحبك فوق قدرتي ،، و أكثر ما أراد مقدار الهوى ،، فوق حدود رغبتي وأعظم من قسوة قلب ،، تحول إلى لين…
